N.°,Nombre,Tipos,IMG
0840,Applin,"Grass, Dragon",pokemon_images/0840_Applin.png
0841,Flapple,"Grass, Dragon",pokemon_images/0841_Flapple.png
0842,Appletun,"Grass, Dragon",pokemon_images/0842_Appletun.png
0843,Silicobra,Ground,pokemon_images/0843_Silicobra.png
0844,Sandaconda,Ground,pokemon_images/0844_Sandaconda.png
0845,Cramorant,"Flying, Water",pokemon_images/0845_Cramorant.png
0846,Arrokuda,Water,pokemon_images/0846_Arrokuda.png
0847,Barraskewda,Water,pokemon_images/0847_Barraskewda.png
0848,Toxel,"Electric, Poison",pokemon_images/0848_Toxel.png
0849,Toxtricity-amped,"Electric, Poison",pokemon_images/0849_Toxtricity-amped.png
0850,Sizzlipede,"Fire, Bug",pokemon_images/0850_Sizzlipede.png
0851,Centiskorch,"Fire, Bug",pokemon_images/0851_Centiskorch.png
0852,Clobbopus,Fighting,pokemon_images/0852_Clobbopus.png
0853,Grapploct,Fighting,pokemon_images/0853_Grapploct.png
0854,Sinistea,Ghost,pokemon_images/0854_Sinistea.png
0855,Polteageist,Ghost,pokemon_images/0855_Polteageist.png
0856,Hatenna,Psychic,pokemon_images/0856_Hatenna.png
0857,Hattrem,Psychic,pokemon_images/0857_Hattrem.png
0858,Hatterene,"Psychic, Fairy",pokemon_images/0858_Hatterene.png
0859,Impidimp,"Dark, Fairy",pokemon_images/0859_Impidimp.png
0860,Morgrem,"Dark, Fairy",pokemon_images/0860_Morgrem.png
0861,Grimmsnarl,"Dark, Fairy",pokemon_images/0861_Grimmsnarl.png
0862,Obstagoon,"Dark, Normal",pokemon_images/0862_Obstagoon.png
0863,Perrserker,Steel,pokemon_images/0863_Perrserker.png
0864,Cursola,Ghost,pokemon_images/0864_Cursola.png
0865,Sirfetchd,Fighting,pokemon_images/0865_Sirfetchd.png
0866,Mr-rime,"Ice, Psychic",pokemon_images/0866_Mr-rime.png
0867,Runerigus,"Ground, Ghost",pokemon_images/0867_Runerigus.png
0868,Milcery,Fairy,pokemon_images/0868_Milcery.png
0869,Alcremie,Fairy,pokemon_images/0869_Alcremie.png
0870,Falinks,Fighting,pokemon_images/0870_Falinks.png
0871,Pincurchin,Electric,pokemon_images/0871_Pincurchin.png
0872,Snom,"Ice, Bug",pokemon_images/0872_Snom.png
0873,Frosmoth,"Ice, Bug",pokemon_images/0873_Frosmoth.png
0874,Stonjourner,Rock,pokemon_images/0874_Stonjourner.png
0875,Eiscue-ice,Ice,pokemon_images/0875_Eiscue-ice.png
0876,Indeedee-male,"Psychic, Normal",pokemon_images/0876_Indeedee-male.png
0877,Morpeko-full-belly,"Electric, Dark",pokemon_images/0877_Morpeko-full-belly.png
0878,Cufant,Steel,pokemon_images/0878_Cufant.png
0879,Copperajah,Steel,pokemon_images/0879_Copperajah.png
0880,Dracozolt,"Electric, Dragon",pokemon_images/0880_Dracozolt.png
0881,Arctozolt,"Electric, Ice",pokemon_images/0881_Arctozolt.png
0882,Dracovish,"Water, Dragon",pokemon_images/0882_Dracovish.png
0883,Arctovish,"Water, Ice",pokemon_images/0883_Arctovish.png
0884,Duraludon,"Steel, Dragon",pokemon_images/0884_Duraludon.png
0885,Dreepy,"Dragon, Ghost",pokemon_images/0885_Dreepy.png
0886,Drakloak,"Dragon, Ghost",pokemon_images/0886_Drakloak.png
0887,Dragapult,"Dragon, Ghost",pokemon_images/0887_Dragapult.png
0888,Zacian,Fairy,pokemon_images/0888_Zacian.png
0889,Zamazenta,Fighting,pokemon_images/0889_Zamazenta.png
0890,Eternatus,"Poison, Dragon",pokemon_images/0890_Eternatus.png
0891,Kubfu,Fighting,pokemon_images/0891_Kubfu.png
0892,Urshifu-single-strike,"Fighting, Dark",pokemon_images/0892_Urshifu-single-strike.png
0893,Zarude,"Dark, Grass",pokemon_images/0893_Zarude.png
0894,Regieleki,Electric,pokemon_images/0894_Regieleki.png
0895,Regidrago,Dragon,pokemon_images/0895_Regidrago.png
0896,Glastrier,Ice,pokemon_images/0896_Glastrier.png
0897,Spectrier,Ghost,pokemon_images/0897_Spectrier.png
0898,Calyrex,"Psychic, Grass",pokemon_images/0898_Calyrex.png
0899,Wyrdeer,"Normal, Psychic",pokemon_images/0899_Wyrdeer.png
0900,Kleavor,"Bug, Rock",pokemon_images/0900_Kleavor.png
0901,Ursaluna,"Ground, Normal",pokemon_images/0901_Ursaluna.png
0902,Basculegion-male,"Water, Ghost",pokemon_images/0902_Basculegion-male.png
0903,Sneasler,"Fighting, Poison",pokemon_images/0903_Sneasler.png
0904,Overqwil,"Dark, Poison",pokemon_images/0904_Overqwil.png
0905,Enamorus-incarnate,"Fairy, Flying",pokemon_images/0905_Enamorus-incarnate.png
0906,Sprigatito,Grass,pokemon_images/0906_Sprigatito.png
0907,Floragato,Grass,pokemon_images/0907_Floragato.png
0908,Meowscarada,"Grass, Dark",pokemon_images/0908_Meowscarada.png
0909,Fuecoco,Fire,pokemon_images/0909_Fuecoco.png
0910,Crocalor,Fire,pokemon_images/0910_Crocalor.png
0911,Skeledirge,"Fire, Ghost",pokemon_images/0911_Skeledirge.png
0912,Quaxly,Water,pokemon_images/0912_Quaxly.png
0913,Quaxwell,Water,pokemon_images/0913_Quaxwell.png
0914,Quaquaval,"Water, Fighting",pokemon_images/0914_Quaquaval.png
0915,Lechonk,Normal,pokemon_images/0915_Lechonk.png
0916,Oinkologne-male,Normal,pokemon_images/0916_Oinkologne-male.png
0917,Tarountula,Bug,pokemon_images/0917_Tarountula.png
0918,Spidops,Bug,pokemon_images/0918_Spidops.png
0919,Nymble,Bug,pokemon_images/0919_Nymble.png
0920,Lokix,"Bug, Dark",pokemon_images/0920_Lokix.png
0921,Pawmi,Electric,pokemon_images/0921_Pawmi.png
0922,Pawmo,"Electric, Fighting",pokemon_images/0922_Pawmo.png
0923,Pawmot,"Electric, Fighting",pokemon_images/0923_Pawmot.png
0924,Tandemaus,Normal,pokemon_images/0924_Tandemaus.png
0925,Maushold-family-of-four,Normal,pokemon_images/0925_Maushold-family-of-four.png
0926,Fidough,Fairy,pokemon_images/0926_Fidough.png
0927,Dachsbun,Fairy,pokemon_images/0927_Dachsbun.png
0928,Smoliv,"Grass, Normal",pokemon_images/0928_Smoliv.png
0929,Dolliv,"Grass, Normal",pokemon_images/0929_Dolliv.png
0930,Arboliva,"Grass, Normal",pokemon_images/0930_Arboliva.png
0931,Squawkabilly-green-plumage,"Normal, Flying",pokemon_images/0931_Squawkabilly-green-plumage.png
0932,Nacli,Rock,pokemon_images/0932_Nacli.png
0933,Naclstack,Rock,pokemon_images/0933_Naclstack.png
0934,Garganacl,Rock,pokemon_images/0934_Garganacl.png
0935,Charcadet,Fire,pokemon_images/0935_Charcadet.png
0936,Armarouge,"Fire, Psychic",pokemon_images/0936_Armarouge.png
0937,Ceruledge,"Fire, Ghost",pokemon_images/0937_Ceruledge.png
0938,Tadbulb,Electric,pokemon_images/0938_Tadbulb.png
0939,Bellibolt,Electric,pokemon_images/0939_Bellibolt.png
0940,Wattrel,"Electric, Flying",pokemon_images/0940_Wattrel.png
0941,Kilowattrel,"Electric, Flying",pokemon_images/0941_Kilowattrel.png
0942,Maschiff,Dark,pokemon_images/0942_Maschiff.png
0943,Mabosstiff,Dark,pokemon_images/0943_Mabosstiff.png
0944,Shroodle,"Poison, Normal",pokemon_images/0944_Shroodle.png
0945,Grafaiai,"Poison, Normal",pokemon_images/0945_Grafaiai.png
0946,Bramblin,"Grass, Ghost",pokemon_images/0946_Bramblin.png
0947,Brambleghast,"Grass, Ghost",pokemon_images/0947_Brambleghast.png
0948,Toedscool,"Ground, Grass",pokemon_images/0948_Toedscool.png
0949,Toedscruel,"Ground, Grass",pokemon_images/0949_Toedscruel.png
0950,Klawf,Rock,pokemon_images/0950_Klawf.png
0951,Capsakid,Grass,pokemon_images/0951_Capsakid.png
0952,Scovillain,"Grass, Fire",pokemon_images/0952_Scovillain.png
0953,Rellor,Bug,pokemon_images/0953_Rellor.png
0954,Rabsca,"Bug, Psychic",pokemon_images/0954_Rabsca.png
0955,Flittle,Psychic,pokemon_images/0955_Flittle.png
0956,Espathra,Psychic,pokemon_images/0956_Espathra.png
0957,Tinkatink,"Fairy, Steel",pokemon_images/0957_Tinkatink.png
0958,Tinkatuff,"Fairy, Steel",pokemon_images/0958_Tinkatuff.png
0959,Tinkaton,"Fairy, Steel",pokemon_images/0959_Tinkaton.png
0960,Wiglett,Water,pokemon_images/0960_Wiglett.png
0961,Wugtrio,Water,pokemon_images/0961_Wugtrio.png
0962,Bombirdier,"Flying, Dark",pokemon_images/0962_Bombirdier.png
0963,Finizen,Water,pokemon_images/0963_Finizen.png
0964,Palafin-zero,Water,pokemon_images/0964_Palafin-zero.png
0965,Varoom,"Steel, Poison",pokemon_images/0965_Varoom.png
0966,Revavroom,"Steel, Poison",pokemon_images/0966_Revavroom.png
0967,Cyclizar,"Dragon, Normal",pokemon_images/0967_Cyclizar.png
0968,Orthworm,Steel,pokemon_images/0968_Orthworm.png
0969,Glimmet,"Rock, Poison",pokemon_images/0969_Glimmet.png
0970,Glimmora,"Rock, Poison",pokemon_images/0970_Glimmora.png
0971,Greavard,Ghost,pokemon_images/0971_Greavard.png
0972,Houndstone,Ghost,pokemon_images/0972_Houndstone.png
0973,Flamigo,"Flying, Fighting",pokemon_images/0973_Flamigo.png
0974,Cetoddle,Ice,pokemon_images/0974_Cetoddle.png
0975,Cetitan,Ice,pokemon_images/0975_Cetitan.png
0976,Veluza,"Water, Psychic",pokemon_images/0976_Veluza.png
0977,Dondozo,Water,pokemon_images/0977_Dondozo.png
0978,Tatsugiri-curly,"Dragon, Water",pokemon_images/0978_Tatsugiri-curly.png
0979,Annihilape,"Fighting, Ghost",pokemon_images/0979_Annihilape.png
0980,Clodsire,"Poison, Ground",pokemon_images/0980_Clodsire.png
0981,Farigiraf,"Normal, Psychic",pokemon_images/0981_Farigiraf.png
0982,Dudunsparce-two-segment,Normal,pokemon_images/0982_Dudunsparce-two-segment.png
0983,Kingambit,"Dark, Steel",pokemon_images/0983_Kingambit.png
0984,Great-tusk,"Ground, Fighting",pokemon_images/0984_Great-tusk.png
0985,Scream-tail,"Fairy, Psychic",pokemon_images/0985_Scream-tail.png
0986,Brute-bonnet,"Grass, Dark",pokemon_images/0986_Brute-bonnet.png
0987,Flutter-mane,"Ghost, Fairy",pokemon_images/0987_Flutter-mane.png
0988,Slither-wing,"Bug, Fighting",pokemon_images/0988_Slither-wing.png
0989,Sandy-shocks,"Electric, Ground",pokemon_images/0989_Sandy-shocks.png
0990,Iron-treads,"Ground, Steel",pokemon_images/0990_Iron-treads.png
0991,Iron-bundle,"Ice, Water",pokemon_images/0991_Iron-bundle.png
0992,Iron-hands,"Fighting, Electric",pokemon_images/0992_Iron-hands.png
0993,Iron-jugulis,"Dark, Flying",pokemon_images/0993_Iron-jugulis.png
0994,Iron-moth,"Fire, Poison",pokemon_images/0994_Iron-moth.png
0995,Iron-thorns,"Rock, Electric",pokemon_images/0995_Iron-thorns.png
0996,Frigibax,"Dragon, Ice",pokemon_images/0996_Frigibax.png
0997,Arctibax,"Dragon, Ice",pokemon_images/0997_Arctibax.png
0998,Baxcalibur,"Dragon, Ice",pokemon_images/0998_Baxcalibur.png
0999,Gimmighoul,Ghost,pokemon_images/0999_Gimmighoul.png
1000,Gholdengo,"Steel, Ghost",pokemon_images/1000_Gholdengo.png
1001,Wo-chien,"Dark, Grass",pokemon_images/1001_Wo-chien.png
1002,Chien-pao,"Dark, Ice",pokemon_images/1002_Chien-pao.png
1003,Ting-lu,"Dark, Ground",pokemon_images/1003_Ting-lu.png
1004,Chi-yu,"Dark, Fire",pokemon_images/1004_Chi-yu.png
1005,Roaring-moon,"Dragon, Dark",pokemon_images/1005_Roaring-moon.png
1006,Iron-valiant,"Fairy, Fighting",pokemon_images/1006_Iron-valiant.png
1007,Koraidon,"Fighting, Dragon",pokemon_images/1007_Koraidon.png
1008,Miraidon,"Electric, Dragon",pokemon_images/1008_Miraidon.png
1009,Walking-wake,"Water, Dragon",pokemon_images/1009_Walking-wake.png
1010,Iron-leaves,"Grass, Psychic",pokemon_images/1010_Iron-leaves.png
1011,Dipplin,"Grass, Dragon",pokemon_images/1011_Dipplin.png
1012,Poltchageist,"Grass, Ghost",pokemon_images/1012_Poltchageist.png
1013,Sinistcha,"Grass, Ghost",pokemon_images/1013_Sinistcha.png
1014,Okidogi,"Poison, Fighting",pokemon_images/1014_Okidogi.png
1015,Munkidori,"Poison, Psychic",pokemon_images/1015_Munkidori.png
1016,Fezandipiti,"Poison, Fairy",pokemon_images/1016_Fezandipiti.png
1017,Ogerpon,Grass,pokemon_images/1017_Ogerpon.png
1018,Archaludon,"Steel, Dragon",pokemon_images/1018_Archaludon.png
1019,Hydrapple,"Grass, Dragon",pokemon_images/1019_Hydrapple.png
1020,Gouging-fire,"Fire, Dragon",pokemon_images/1020_Gouging-fire.png
1021,Raging-bolt,"Electric, Dragon",pokemon_images/1021_Raging-bolt.png
1022,Iron-boulder,"Rock, Psychic",pokemon_images/1022_Iron-boulder.png
1023,Iron-crown,"Steel, Psychic",pokemon_images/1023_Iron-crown.png
1024,Terapagos,Normal,pokemon_images/1024_Terapagos.png
1025,Pecharunt,"Poison, Ghost",pokemon_images/1025_Pecharunt.png
